Category Label,Category ID
Dumpling Restaurants,4bf58dd8d48988d108941735
Dutch Restaurants,5744ccdfe4b0c0459246b4d0
Eastern European Restaurants,4bf58dd8d48988d109941735
Belarusian Restaurants,52e928d0bcbc57f1066b7e97
Bosnian Restaurants,58daa1558bbb0b01f18ec1ee
Bulgarian Restaurants,56aa371be4b08b9a8d5734f3
Romanian Restaurants,52960bac3cf9994f4e043ac4
Tatar Restaurants,52e928d0bcbc57f1066b7e98
English Restaurants,52e81612bcbc57f1066b7a05
Falafel Restaurants,4bf58dd8d48988d10b941735
Fast Food Restaurants,4bf58dd8d48988d16e941735
Fish and Chips Shops,4edd64a0c7ddd24ca188df1a
Fondue Restaurants,52e81612bcbc57f1066b7a09
French Restaurants,4bf58dd8d48988d10c941735
Alsatian Restaurants,57558b36e4b065ecebd306b6
Auvergne Restaurants,57558b36e4b065ecebd306b8
Basque Restaurants,57558b36e4b065ecebd306bc
Brasseries,57558b36e4b065ecebd306b0
Breton Restaurants,57558b36e4b065ecebd306c5
Burgundian Restaurants,57558b36e4b065ecebd306c0
Catalan Restaurants,57558b36e4b065ecebd306cb
Ch'ti Restaurants,57558b36e4b065ecebd306ce
Corsican Restaurants,57558b36e4b065ecebd306d1
Estaminets,57558b36e4b065ecebd306b4
Labour Canteens,57558b36e4b065ecebd306b2
Lyonese Bouchons,57558b35e4b065ecebd306ad
Norman Restaurants,57558b36e4b065ecebd306d4
Provençal Restaurants,57558b36e4b065ecebd306d7
Savoyard Restaurants,57558b36e4b065ecebd306da
Southwestern French Restaurants,57558b36e4b065ecebd306ba
Fried Chicken Joints,4d4ae6fc7a7b7dea34424761
Friteries,55d25775498e9f6a0816a37a
Gastropubs,4bf58dd8d48988d155941735
German Restaurants,4bf58dd8d48988d10d941735
Apple Wine Pubs,56aa371ce4b08b9a8d573583
Bavarian Restaurants,56aa371ce4b08b9a8d573572
Bratwurst Joints,56aa371ce4b08b9a8d57358e
Currywurst Joints,56aa371ce4b08b9a8d57358b
Franconian Restaurants,56aa371ce4b08b9a8d573574
German Pop-Up Restaurants,56aa371ce4b08b9a8d573592
Palatine Restaurants,56aa371ce4b08b9a8d573578
Rhenisch Restaurants,56aa371ce4b08b9a8d57357b
Schnitzel Restaurants,56aa371ce4b08b9a8d573587
Silesian Restaurants,56aa371ce4b08b9a8d57357f
Swabian Restaurants,56aa371ce4b08b9a8d573576
Gluten-Free Restaurants,4c2cd86ed066bed06c3c5209
Greek Restaurants,4bf58dd8d48988d10e941735
Bougatsa Shops,53d6c1b0e4b02351e88a83e8
Cretan Restaurants,53d6c1b0e4b02351e88a83e2
Fish Tavernas,53d6c1b0e4b02351e88a83d8
Grilled Meat Restaurants,53d6c1b0e4b02351e88a83d6
Kafenios,53d6c1b0e4b02351e88a83e6
Magirios,53d6c1b0e4b02351e88a83e4
Meze Restaurants,53d6c1b0e4b02351e88a83da
Modern Greek Restaurants,53d6c1b0e4b02351e88a83d4
Ouzeries,53d6c1b0e4b02351e88a83dc
Patsa Restaurants,53d6c1b0e4b02351e88a83e0
Souvlaki Shops,52e81612bcbc57f1066b79f3
Tavernas,53d6c1b0e4b02351e88a83d2
Tsipouro Restaurants,53d6c1b0e4b02351e88a83de
Halal Restaurants,52e81612bcbc57f1066b79ff
Hawaiian Restaurants,52e81612bcbc57f1066b79fe
Poke Restaurants,5bae9231bedf3950379f89d4
Hot Dog Joints,4bf58dd8d48988d16f941735
Hungarian Restaurants,52e81612bcbc57f1066b79fa
Indian Chinese Restaurants,54135bf5e4b08f3d2429dfdf
Indian Restaurants,4bf58dd8d48988d10f941735
Andhra Restaurants,54135bf5e4b08f3d2429dfe5
Awadhi Restaurants,54135bf5e4b08f3d2429dff3
Bengali Restaurants,54135bf5e4b08f3d2429dff5
Chaat Places,54135bf5e4b08f3d2429dfe2
Chettinad Restaurants,54135bf5e4b08f3d2429dff2
Dhabas,54135bf5e4b08f3d2429dfe1
Dosa Places,54135bf5e4b08f3d2429dfe3
Goan Restaurants,54135bf5e4b08f3d2429dfe8
Gujarati Restaurants,54135bf5e4b08f3d2429dfe9
Hyderabadi Restaurants,54135bf5e4b08f3d2429dfe6
Indian Sweet Shops,54135bf5e4b08f3d2429dfe4
Irani Cafes,54135bf5e4b08f3d2429dfe7
Jain Restaurants,54135bf5e4b08f3d2429dfea
Karnataka Restaurants,54135bf5e4b08f3d2429dfeb
Kerala Restaurants,54135bf5e4b08f3d2429dfed
Maharashtrian Restaurants,54135bf5e4b08f3d2429dfee
Mughlai Restaurants,54135bf5e4b08f3d2429dff4
Multicuisine Indian Restaurants,54135bf5e4b08f3d2429dfe0
North Indian Restaurants,54135bf5e4b08f3d2429dfdd
Northeast Indian Restaurants,54135bf5e4b08f3d2429dff6
Parsi Restaurants,54135bf5e4b08f3d2429dfef
Punjabi Restaurants,54135bf5e4b08f3d2429dff0
Rajasthani Restaurants,54135bf5e4b08f3d2429dff1
South Indian Restaurants,54135bf5e4b08f3d2429dfde
Udupi Restaurants,54135bf5e4b08f3d2429dfec
Italian Restaurants,4bf58dd8d48988d110941735
Abruzzo Restaurants,55a5a1ebe4b013909087cbb6
Agriturismos,55a5a1ebe4b013909087cb7c
Aosta Restaurants,55a5a1ebe4b013909087cba7
Basilicata Restaurants,55a5a1ebe4b013909087cba1
Calabria Restaurants,55a5a1ebe4b013909087cba4
Campanian Restaurants,55a5a1ebe4b013909087cb95
Emilia Restaurants,55a5a1ebe4b013909087cb89
Friuli Restaurants,55a5a1ebe4b013909087cb9b
Ligurian Restaurants,55a5a1ebe4b013909087cb98
Lombard Restaurants,55a5a1ebe4b013909087cbbf
Malgas,55a5a1ebe4b013909087cb79
Marche Restaurants,55a5a1ebe4b013909087cbb0
Molise Restaurants,55a5a1ebe4b013909087cbb3
Piadinerias,55a5a1ebe4b013909087cb74
Piedmontese Restaurants,55a5a1ebe4b013909087cbaa
Puglia Restaurants,55a5a1ebe4b013909087cb83
Romagna Restaurants,55a5a1ebe4b013909087cb8c
Roman Restaurants,55a5a1ebe4b013909087cb92
Sardinian Restaurants,55a5a1ebe4b013909087cb8f
Sicilian Restaurants,55a5a1ebe4b013909087cb86
South Tyrolean Restaurants,55a5a1ebe4b013909087cbb9
Trattorias,55a5a1ebe4b013909087cb7f
Trentino Restaurants,55a5a1ebe4b013909087cbbc
Tuscan Restaurants,55a5a1ebe4b013909087cb9e
Umbrian Restaurants,55a5a1ebe4b013909087cbc2
Veneto Restaurants,55a5a1ebe4b013909087cbad
Jewish Restaurants,52e81612bcbc57f1066b79fd
Kosher Restaurants,52e81612bcbc57f1066b79fc
Kebab Restaurants,5283c7b4e4b094cb91ec88d7
Latin American Restaurants,4bf58dd8d48988d1be941735
Arepa Restaurants,4bf58dd8d48988d152941735
Empanada Restaurants,52939a8c3cf9994f4e043a35
Honduran Restaurants,5f2c32587ff30c0d7ac09638
Salvadoran Restaurants,5745c7ac498e5d0483112fdb
South American Restaurants,4bf58dd8d48988d1cd941735
Argentinian Restaurants,4bf58dd8d48988d107941735
Brazilian Restaurants,4bf58dd8d48988d16b941735
Acai Houses,5294c7523cf9994f4e043a62
Baiano Restaurants,52939ae13cf9994f4e043a3b
Central Brazilian Restaurants,52939a9e3cf9994f4e043a36
Churrascarias,52939a643cf9994f4e043a33
Empada Houses,5294c55c3cf9994f4e043a61
Goiano Restaurants,52939af83cf9994f4e043a3d
Mineiro Restaurants,52939aed3cf9994f4e043a3c
Northeastern Brazilian Restaurants,52939aae3cf9994f4e043a37
Northern Brazilian Restaurants,52939ab93cf9994f4e043a38
Pastelarias,5294cbda3cf9994f4e043a63
Southeastern Brazilian Restaurants,52939ac53cf9994f4e043a39
Southern Brazilian Restaurants,52939ad03cf9994f4e043a3a
Tapiocarias,52939a7d3cf9994f4e043a34
Colombian Restaurants,58daa1558bbb0b01f18ec1f4
Peruvian Restaurants,4eb1bfa43b7b52c0e1adc2e8
Peruvian Roast Chicken Joints,5f2c1c31b6d05514c704334c
Venezuelan Restaurants,56aa371be4b08b9a8d573558
Mac and Cheese Joints,4bf58dd8d48988d1bf941735
Mediterranean Restaurants,4bf58dd8d48988d1c0941735
Mexican Restaurants,4bf58dd8d48988d1c1941735
Botaneros,58daa1558bbb0b01f18ec1d9
Burrito Restaurants,4bf58dd8d48988d153941735
Taco Restaurants,4bf58dd8d48988d151941735
Tex-Mex Restaurants,56aa371ae4b08b9a8d5734ba
Yucatecan Restaurants,5744ccdfe4b0c0459246b4d3
Middle Eastern Restaurants,4bf58dd8d48988d115941735
Egyptian Restaurants,5bae9231bedf3950379f89e1
Iraqi Restaurants,5bae9231bedf3950379f89e7
Israeli Restaurants,56aa371be4b08b9a8d573529
Kurdish Restaurants,5744ccdfe4b0c0459246b4ca
Lebanese Restaurants,58daa1558bbb0b01f18ec1cd
Persian Restaurants,52e81612bcbc57f1066b79f7
Ash and Haleem Places,58daa1558bbb0b01f18ec1bc
Dizi Places,58daa1558bbb0b01f18ec1c0
Gilaki Restaurants,58daa1558bbb0b01f18ec1c4
Jegarakis,58daa1558bbb0b01f18ec1c7
Tabbakhis,5744ccdfe4b0c0459246b4a8
Shawarma Restaurants,5bae9231bedf3950379f89e4
Syrian Restaurants,5bae9231bedf3950379f89da
Yemeni Restaurants,5bae9231bedf3950379f89ea
Modern European Restaurants,52e81612bcbc57f1066b79f9
Molecular Gastronomy Restaurants,4bf58dd8d48988d1c2941735
Moroccan Restaurants,4bf58dd8d48988d1c3941735
Pakistani Restaurants,52e81612bcbc57f1066b79f8
Pizzerias,4bf58dd8d48988d1ca941735
Polish Restaurants,52e81612bcbc57f1066b7a04
Portuguese Restaurants,4def73e84765ae376e57713a
Poutine Restaurants,56aa371be4b08b9a8d5734c7
Russian Restaurants,5293a7563cf9994f4e043a44
Blini Houses,52e928d0bcbc57f1066b7e9d
Pelmeni Houses,52e928d0bcbc57f1066b7e9c
Salad Restaurants,4bf58dd8d48988d1bd941735
Sandwich Spots,4bf58dd8d48988d1c5941735
Scandinavian Restaurants,4bf58dd8d48988d1c6941735
Scottish Restaurants,5744ccdde4b0c0459246b4a3
Seafood Restaurants,4bf58dd8d48988d1ce941735
Slovak Restaurants,56aa371be4b08b9a8d57355a
Soup Spots,4bf58dd8d48988d1dd931735
Southern Food Restaurants,4bf58dd8d48988d14f941735
Spanish Restaurants,4bf58dd8d48988d150941735
Paella Restaurants,4bf58dd8d48988d14d941735
Tapas Restaurants,4bf58dd8d48988d1db931735
Sri Lankan Restaurants,5413605de4b0ae91d18581a9
Steakhouses,4bf58dd8d48988d1cc941735
Swiss Restaurants,4bf58dd8d48988d158941735
Theme Restaurants,56aa371be4b08b9a8d573538
Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb
Borek Places,530faca9bcbc57f1066bc2f3
Cigkofte Places,530faca9bcbc57f1066bc2f4
Çöp Şiş Places,58daa1558bbb0b01f18ec1e2
Doner Restaurants,5283c7b4e4b094cb91ec88d8
Gozleme Places,5283c7b4e4b094cb91ec88d9
Kofte Places,5283c7b4e4b094cb91ec88db
Kokoreç Restaurants,5283c7b4e4b094cb91ec88d6
Kumpir Restaurants,56aa371be4b08b9a8d573535
Kumru Restaurants,56aa371be4b08b9a8d5734bd
Manti Places,5283c7b4e4b094cb91ec88d5
Meyhanes,5283c7b4e4b094cb91ec88da
Pide Places,530faca9bcbc57f1066bc2f2
Pilavcıs,58daa1558bbb0b01f18ec1df
Söğüş Places,58daa1558bbb0b01f18ec1dc
Tantuni Restaurants,56aa371be4b08b9a8d5734bf
Turkish Coffeehouses,56aa371be4b08b9a8d5734c1
Turkish Home Cooking Restaurants,5283c7b4e4b094cb91ec88d4
Ukrainian Restaurants,52e928d0bcbc57f1066b7e96
Varenyky Restaurants,52e928d0bcbc57f1066b7e9a
West-Ukrainian Restaurants,52e928d0bcbc57f1066b7e9b
Vegan and Vegetarian Restaurants,4bf58dd8d48988d1d3941735
Wings Joints,4bf58dd8d48988d14c941735
Smoothie Shops,52f2ab2ebcbc57f1066b8b41
Snack Places,4bf58dd8d48988d1c7941735
Vineyards,4bf58dd8d48988d1de941735
Wineries,4bf58dd8d48988d14b941735
Events,4d4b7105d754a06373d81259
Conferences,5267e4d9e4b0ec79466e48c6
Conventions,5267e4d9e4b0ec79466e48c9
Entertainment Events,63be6904847c3692a84b9bb7
Festivals,5267e4d9e4b0ec79466e48c7
Beer Festivals,62d587aeda6648532de2b88c
Music Festivals,5267e4d9e4b0ec79466e48d1
Parades,52741d85e4b0d5d1e3c6a6d9
Sporting Events,5bae9231bedf3950379f89c5
Lines,58daa1558bbb0b01f18ec1fa
Marketplaces,63be6904847c3692a84b9bb8
Christmas Markets,52f2ab2ebcbc57f1066b8b3b
Stoop Sales,52f2ab2ebcbc57f1066b8b54
Street Fairs,5267e4d8e4b0ec79466e48c5
Street Food Gatherings,53e0feef498e5aac066fd8a9
Trade Fairs,5bae9231bedf3950379f89c3
Other Events,5267e4d9e4b0ec79466e48c8
Health and Medicine,63be6904847c3692a84b9bb9
Acupuncture Clinics,52e81612bcbc57f1066b7a3b
AIDS Resources,63be6904847c3692a84b9bba
Alternative Medicine Clinics,52e81612bcbc57f1066b7a3c
Assisted Living Services,63be6904847c3692a84b9bbb
Blood Banks,5f2c43a65b4c177b9a6dcc62
Chiropractors,52e81612bcbc57f1066b7a3a
Dentists,4bf58dd8d48988d178941735
Emergency Services,63be6904847c3692a84b9bbc
Ambulance Services,63be6904847c3692a84b9bbd
Emergency Rooms,4bf58dd8d48988d194941735
Healthcare Clinics,63be6904847c3692a84b9bbe
Home Health Care Services,63be6904847c3692a84b9bbf
Hospices,5f2c5b8b5b4c177b9a6ddf0b
Hospitals,4bf58dd8d48988d196941735
Children's Hospitals,63be6904847c3692a84b9bc0
Hospital Units,58daa1558bbb0b01f18ec1f7
Maternity Clinics,56aa371be4b08b9a8d5734ff
Medical Centers,4bf58dd8d48988d104941735
Medical Labs,4f4531b14b9074f6e4fb0103
Mental Health Services,63be6904847c3692a84b9bc1
Mental Health Clinics,52e81612bcbc57f1066b7a39
Psychologists,63be6904847c3692a84b9bc2
Nurses,63be6904847c3692a84b9bc3
Nursing Homes,63be6904847c3692a84b9bc4
Nutritionists,58daa1558bbb0b01f18ec1d0
Optometrists,522e32fae4b09b556e370f19
Other Healthcare Professionals,63be6904847c3692a84b9bc5
Physical Therapy Clinics,5744ccdfe4b0c0459246b4af
Physicians,63be6904847c3692a84b9bc6
Anesthesiologists,63be6904847c3692a84b9bc7
Cardiologists,63be6904847c3692a84b9bc8
Dermatologists,63be6904847c3692a84b9bc9
Doctor's Offices,4bf58dd8d48988d177941735
"Ear, Nose and Throat Doctors",63be6904847c3692a84b9bca
Family Medicine Doctors,63be6904847c3692a84b9bcb
Gastroenterologists,63be6904847c3692a84b9bcc
General Surgeons,63be6904847c3692a84b9bcd
Geriatric Doctors,63be6904847c3692a84b9bce
Internal Medicine Doctors,63be6904847c3692a84b9bcf
Neurologists,63be6904847c3692a84b9bd0
Obstetrician Gynecologists (Ob-gyn),63be6904847c3692a84b9bd1
Oncologists,63be6904847c3692a84b9bd2
Ophthalmologists,63be6904847c3692a84b9bd3
Oral Surgeons,63be6904847c3692a84b9bd4
Orthopedic Surgeons,63be6904847c3692a84b9bd5
Pathologists,63be6904847c3692a84b9bd6
Pediatricians,63be6904847c3692a84b9bd7
Plastic Surgeons,63be6904847c3692a84b9bd8
Psychiatrists,63be6904847c3692a84b9bd9
Radiologists,63be6904847c3692a84b9bda
Respiratory Doctors,63be6904847c3692a84b9bdb
Urologists,63be6904847c3692a84b9bdc
Podiatrists,63be6904847c3692a84b9bdd
Sports Medicine Clinics,63be6904847c3692a84b9bde
Urgent Care Centers,56aa371be4b08b9a8d573526
Veterinarians,4d954af4a243a5684765b473
Weight Loss Centers,590a0744340a5803fd8508c3
Women's Health Clinics,63be6904847c3692a84b9bdf
Landmarks and Outdoors,4d4b7105d754a06377d81259
Bathing Areas,52e81612bcbc57f1066b7a28
Bays,56aa371be4b08b9a8d573544
Beaches,4bf58dd8d48988d1e2941735
Bike Trails,56aa371be4b08b9a8d57355e
Boat Launches,5fabfc8099ce226e27fe6b0d
Botanical Gardens,52e81612bcbc57f1066b7a22
Bridges,4bf58dd8d48988d1df941735
Campgrounds,4bf58dd8d48988d1e4941735
Canal Locks,56aa371be4b08b9a8d57353b
Canals,56aa371be4b08b9a8d573562
Castles,50aaa49e4b90af0d42d5de11
Caves,56aa371be4b08b9a8d573511
Dams,5fac018b99ce226e27fe7573
Dive Spots,52e81612bcbc57f1066b7a12
Farms,4bf58dd8d48988d15b941735
Fields,4bf58dd8d48988d15f941735
Forests,52e81612bcbc57f1066b7a23
Fountains,56aa371be4b08b9a8d573547
Gardens,4bf58dd8d48988d15a941735
Harbors or Marinas,4bf58dd8d48988d1e0941735
Hiking Trails,4bf58dd8d48988d159941735
Hills,5bae9231bedf3950379f89cd
Historic and Protected Sites,4deefb944765f83613cdba6e
Hot Springs,4bf58dd8d48988d160941735
Islands,50aaa4314b90af0d42d5de10
Lakes,4bf58dd8d48988d161941735
Lighthouses,4bf58dd8d48988d15d941735
Memorial Sites,5642206c498e4bfca532186c
Monuments,4bf58dd8d48988d12d941735
Mountain Huts,55a5a1ebe4b013909087cb77
Mountains,4eb1d4d54b900d56c88a45fc
Nature Preserves,52e81612bcbc57f1066b7a13
Nudist Beaches,52e81612bcbc57f1066b7a30
Other Great Outdoors,4bf58dd8d48988d162941735
Palaces,52e81612bcbc57f1066b7a14
Parks,4bf58dd8d48988d163941735
Dog Parks,4bf58dd8d48988d1e5941735
National Parks,52e81612bcbc57f1066b7a21
Natural Parks,63be6904847c3692a84b9be0
Picnic Areas,5fabfe3599ce226e27fe709a
Playgrounds,4bf58dd8d48988d1e7941735
State or Provincial Parks,5bae9231bedf3950379f89d0
Urban Parks,63be6904847c3692a84b9be1
Pedestrian Plazas,52e81612bcbc57f1066b7a25
Picnic Shelters,5fac010d99ce226e27fe7467
Plazas,4bf58dd8d48988d164941735
Reservoirs,56aa371be4b08b9a8d573541
Rivers,4eb1d4dd4b900d56c88a45fd
Rock Climbing Spots,50328a4b91d4c4b30a586d6b
Roof Decks,4bf58dd8d48988d133951735
Scenic Lookouts,4bf58dd8d48988d165941735
Sculpture Gardens,4bf58dd8d48988d166941735
Stables,4eb1baf03b7b2c5b1d4306ca
States and Municipalities,530e33ccbcbc57f1066bbfe4
Cities,50aa9e094b90af0d42d5de0d
Counties,5345731ebcbc57f1066c39b2
Countries,530e33ccbcbc57f1066bbff7
Neighborhoods,4f2a25ac4b909258e854f55f
States,530e33ccbcbc57f1066bbff8
Towns,530e33ccbcbc57f1066bbff3
Villages,530e33ccbcbc57f1066bbff9
Structures,4bf58dd8d48988d130941735
Surf Spots,4bf58dd8d48988d1e3941735
Trees,52e81612bcbc57f1066b7a24
Tunnels,52f2ab2ebcbc57f1066b8b4a
Volcanoes,5032848691d4c4b30a586d61
Waterfalls,56aa371be4b08b9a8d573560
Waterfronts,56aa371be4b08b9a8d5734c3
Wells,4fbc1be21983fc883593e321
Windmills,5bae9231bedf3950379f89c7
Retail,4d4b7105d754a06378d81259
Adult Stores,5267e446e4b0ec79466e48c4
Antique Stores,4bf58dd8d48988d116951735
Arts and Crafts Stores,4bf58dd8d48988d127951735
Auction Houses,63be6904847c3692a84b9be2
Automotive Retail,63be6904847c3692a84b9be3
Car Dealerships,4eb1c1623b7b52c0e1adc2ec
Classic and Antique Car Dealerships,63be6904847c3692a84b9be4
New Car Dealerships,5e8f50bd03c7a9000c1e2fbc
RV and Motorhome Dealerships,63be6904847c3692a84b9be5
Used Car Dealerships,5e8f501a03c7a9000c1e2e88
Car Parts and Accessories,63be6904847c3692a84b9be6
Moped Dealerships,63be6904847c3692a84b9be7
Motor Scooter Dealerships,63be6904847c3692a84b9be8
Motorcycle Dealerships,5032833091d4c4b30a586d60
Motorsports Stores,59d79d6b2e268052fa2a3332
Baby Stores,52f2ab2ebcbc57f1066b8b32
Betting Shops,52f2ab2ebcbc57f1066b8b40
Big Box Stores,52f2ab2ebcbc57f1066b8b42
Board Stores,4bf58dd8d48988d1f1941735
Bookstores,4bf58dd8d48988d114951735
Used Bookstores,52f2ab2ebcbc57f1066b8b30
Boutiques,4bf58dd8d48988d104951735
Cannabis Stores,63be6904847c3692a84b9be9
Comic Book Stores,52f2ab2ebcbc57f1066b8b18
Computers and Electronics Retail,63be6904847c3692a84b9bea
Camera Stores,4eb1bdf03b7b55596b4a7491
Electronics Stores,4bf58dd8d48988d122951735
Mobile Phone Stores,4f04afc02fb6e1c99f3db0bc
Video Game Stores,4bf58dd8d48988d10b951735
Construction Supplies Stores,5454144b498ec1f095bff2f2
Convenience Stores,4d954b0ea243a5684a65b473
Cosmetics Stores,4bf58dd8d48988d10c951735
Costume Stores,52f2ab2ebcbc57f1066b8b17
Dance Stores,63be6904847c3692a84b9beb
Department Stores,4bf58dd8d48988d1f6941735
Discount Stores,52dea92d3cf9994f4e043dbb
Drugstores,5745c2e4498e11e7bccabdbd
Duty-free Stores,589ddde98ae3635c072819ee
Eyecare Stores,4d954afda243a5684865b473
Fashion Retail,63be6904847c3692a84b9bec
Batik Stores,56aa371be4b08b9a8d5734cb
Bridal Stores,4bf58dd8d48988d11a951735
Children's Clothing Stores,4bf58dd8d48988d105951735
Clothing Stores,4bf58dd8d48988d103951735
Fashion Accessories Stores,4bf58dd8d48988d102951735
Jewelry Stores,4bf58dd8d48988d111951735
Lingerie Stores,4bf58dd8d48988d109951735
Men's Stores,4bf58dd8d48988d106951735
Shoe Stores,4bf58dd8d48988d107951735
Sunglasses Stores,63be6904847c3692a84b9bed
Swimwear Stores,63be6904847c3692a84b9bee
Watch Stores,52f2ab2ebcbc57f1066b8b2e
Women's Stores,4bf58dd8d48988d108951735
Fireworks Stores,52f2ab2ebcbc57f1066b8b3a
Flea Markets,4bf58dd8d48988d1f7941735
Floating Markets,56aa371be4b08b9a8d573505
Flower Stores,4bf58dd8d48988d11b951735
Food and Beverage Retail,4bf58dd8d48988d1f9941735
Beer Stores,5370f356bcbc57f1066c94c2
Butchers,4bf58dd8d48988d11d951735
Candy Stores,4bf58dd8d48988d117951735
Cheese Stores,4bf58dd8d48988d11e951735
Chocolate Stores,52f2ab2ebcbc57f1066b8b31
Coffee Roasters,5e18993feee47d000759b256
Dairy Stores,58daa1558bbb0b01f18ec1ca
Farmers Markets,4bf58dd8d48988d1fa941735
Fish Markets,4bf58dd8d48988d10e951735
Fruit and Vegetable Stores,52f2ab2ebcbc57f1066b8b1c
Gourmet Stores,4bf58dd8d48988d1f5941735
Grocery Stores,4bf58dd8d48988d118951735
Organic Groceries,52f2ab2ebcbc57f1066b8b45
Health Food Stores,50aa9e744b90af0d42d5de0e
Herbs and Spices Stores,52f2ab2ebcbc57f1066b8b2c
Imported Food Stores,5f2c41945b4c177b9a6dc7d6
Kosher Stores,63be6904847c3692a84b9bef
Kuruyemişçi Shops,58daa1558bbb0b01f18ec1e8
Liquor Stores,4bf58dd8d48988d186941735
Meat and Seafood Stores,63be6904847c3692a84b9bf0
Sausage Stores,56aa371be4b08b9a8d573564
Supermarkets,52f2ab2ebcbc57f1066b8b46
Turşucu Shops,58daa1558bbb0b01f18ec1e5
Wine Stores,4bf58dd8d48988d119951735
Framing Stores,52f2ab2ebcbc57f1066b8b24
Furniture and Home Stores,4bf58dd8d48988d1f8941735
Carpet Stores,52f2ab2ebcbc57f1066b8b2a
Home Appliance Stores,63be6904847c3692a84b9bf1
Housewares Stores,63be6904847c3692a84b9bf2
Kitchen Supply Stores,58daa1558bbb0b01f18ec1b4
Lighting Stores,55888a5a498e782e3303b43a
Mattress Stores,52f2ab2ebcbc57f1066b8b27
Garden Centers,4eb1c0253b7b52c0e1adc2e9
Gift Stores,4bf58dd8d48988d128951735
Hardware Stores,4bf58dd8d48988d112951735
Hobby Stores,4bf58dd8d48988d1fb941735
Knitting Stores,52f2ab2ebcbc57f1066b8b25
Leather Goods Stores,52f2ab2ebcbc57f1066b8b2b
Luggage Stores,52f2ab2ebcbc57f1066b8b29
Marijuana Dispensaries,52c71aaf3cf9994f4e043d17
Markets,50be8ee891d4fa8dcc7199a7
Medical Supply Stores,58daa1558bbb0b01f18ec206
Miscellaneous Stores,4bf58dd8d48988d1ff941735
Mobility Stores,56aa371be4b08b9a8d57354a
Music Stores,4bf58dd8d48988d1fe941735
Newsagents,5f2c5a295b4c177b9a6ddd0e
Newsstands,4f04ad622fb6e1c99f3db0b9
Office Supply Stores,4bf58dd8d48988d121951735
Outdoor Supply Stores,52f2ab2ebcbc57f1066b8b22
Outlet Malls,5744ccdfe4b0c0459246b4df
Outlet Stores,52f2ab2ebcbc57f1066b8b35
Packaging Supply Stores,63be6904847c3692a84b9bf3
Party Supply Stores,63be6904847c3692a84b9bf4
Pawn Shops,52f2ab2ebcbc57f1066b8b34
Perfume Stores,52f2ab2ebcbc57f1066b8b23
Pet Supplies Stores,4bf58dd8d48988d100951735
Pharmacies,4bf58dd8d48988d10f951735
Pop-Up Stores,52f2ab2ebcbc57f1066b8b3d
Print Stores,52f2ab2ebcbc57f1066b8b28
Record Stores,4bf58dd8d48988d10d951735
Shopping Malls,4bf58dd8d48988d1fd941735
Shopping Plazas,5744ccdfe4b0c0459246b4dc
Smoke Shops,4bf58dd8d48988d123951735
Souvenir Stores,52f2ab2ebcbc57f1066b8b1b
Sporting Goods Retail,4bf58dd8d48988d1f2941735
Baseball Stores,63be6904847c3692a84b9bf5
Bicycle Stores,4bf58dd8d48988d115951735
Dive Stores,52f2ab2ebcbc57f1066b8b1a
Fishing Stores,52f2ab2ebcbc57f1066b8b16
Golf Stores,63be6904847c3692a84b9bf6
Gun Stores,52f2ab2ebcbc57f1066b8b19
Hunting Supply Stores,50aaa5234b90af0d42d5de12
Running Stores,63be6904847c3692a84b9bf7
Skate Stores,5bae9231bedf3950379f89d2
Ski Stores,56aa371be4b08b9a8d573566
Soccer Stores,63be6904847c3692a84b9bf8
Surf Stores,63be6904847c3692a84b9bf9
Tennis Stores,63be6904847c3692a84b9bfa
Stationery Stores,52f2ab2ebcbc57f1066b8b21
Supplement Stores,5744ccdfe4b0c0459246b4cd
Swimming Pool Supply Stores,63be6904847c3692a84b9bfb
Textiles Stores,52f2ab2ebcbc57f1066b8b26
Tobacco Stores,63be6904847c3692a84b9bfc
Toy Stores,4bf58dd8d48988d1f3941735
Vape Stores,56aa371be4b08b9a8d57355c
Video Stores,4bf58dd8d48988d126951735
Vintage and Thrift Stores,4bf58dd8d48988d101951735
Warehouse or Wholesale Stores,52e816a6bcbc57f1066b7a54
Sports and Recreation,4f4528bc4b90abdf24c9de85
Athletic Fields,63be6904847c3692a84b9bfd
Baseball,63be6904847c3692a84b9bfe
Baseball Clubs,63be6904847c3692a84b9bff
Baseball Fields,4bf58dd8d48988d1e8941735
Batting Cages,63be6904847c3692a84b9c00
Basketball,63be6904847c3692a84b9c01
Basketball Clubs,63be6904847c3692a84b9c02
Basketball Courts,4bf58dd8d48988d1e1941735
Bowling Greens,52e81612bcbc57f1066b7a2f
Cricket Grounds,4bf58dd8d48988d18a941735
Curling Ices,56aa371be4b08b9a8d57351a
Equestrian Facilities,63be6904847c3692a84b9c04
Fishing Areas,52e81612bcbc57f1066b7a0f
Football,63be6904847c3692a84b9c05
Football Clubs,63be6904847c3692a84b9c06
Football Fields,63be6904847c3692a84b9c07
Golf,63be6904847c3692a84b9c08
Golf Clubs,63be6904847c3692a84b9c09
Golf Courses,4bf58dd8d48988d1e6941735
Golf Driving Ranges,58daa1558bbb0b01f18ec1b0
Gun Ranges,52e81612bcbc57f1066b7a11
Gym and Studios,4bf58dd8d48988d175941735
Boxing Gyms,52f2ab2ebcbc57f1066b8b47
